product_id,product_name,price_usd,rating,reviews,category_id
P382289,The 3Day Bender 125 Digital Curling Iron,149.0,3.44,180,3
P378163,The Morning After Shower Cap,16.0,3.51,269,3
P479950,Liquid Glass Instant Glossing Rinse,34.0,4.3,140,3
P378171,Southern Belle VolumeBoosting Mousse,29.0,4.03,231,3
P422243,On The Rocks Clarifying Charcoal Shampoo,26.0,4.24,272,3
P409921,Baby Buttercup BlowDryer,139.0,3.61,225,3
P395399,Sparkling Soda Shine Mist,29.0,3.82,130,3
P448866,Jump Start Quick Dry Blowout Serum,29.0,3.55,110,3
P422603,The Wrap Party Styling Wand,169.0,4.19,119,3
P417004,The Bouncer Diffuser,34.0,3.95,38,3
P440278,Mini Prep Rally Prime  Prep Detangler,14.0,3.83,60,3
P448441,The Baby Brush Crush Mini Heated Straightening Brush,59.0,3.56,88,3
P414092,Lil Lemon Drop Daily Detangler,12.0,4.27,85,3
P399336,Blonde Ale Brightening Conditioner,29.0,3.46,128,3
P378165,The 3Day Bender 1 Barrel Digital Curling Iron,149.0,3.84,259,3
P378170,Money Maker Flexible Hold Hairspray,27.0,3.98,229,3
P426202,Mini Triple Sec 3in1,14.0,3.74,88,6
P378167,Half Pint Small Round Brush,36.0,3.85,68,3
P395398,Double Pint Large Round Ceramic Brush,42.0,3.64,47,3
P454055,Liquid Glass Smoothing Conditioner,29.0,4.36,101,3
P479951,Liquid Glass MoistureRich Miracle Smoothing Sealant,34.0,4.68,40,3
P454054,Liquid Glass Smoothing Shampoo,29.0,3.86,97,3
P429007,Southern Belle VolumeBoosting Root Lifter,29.0,3.41,111,3
P428060,Mini Detox Dry Shampoo,14.0,3.58,26,6
P480442,Reserve 3in1 Interchangeable BlowDryer,349.0,4.29,73,3
P422244,On The Rocks Lightweight Conditioner,26.0,4.16,56,3
P441828,Flat Mate Boar Bristle Brush,85.0,3.75,60,3
P454752,The Lemon Bar Paddle Brush,32.0,3.59,27,3
P384469,Detox Dry Shampoo For Brunettes,26.0,2.32,579,3
P467114,Mini Hot Toddy Heat Protectant Mist,14.0,3.38,8,3
P443757,Detox Clear Invisible Dry Shampoo,26.0,3.08,89,3
P501727,The Half Shot Small Round Blow Dryer Brush,155.0,4.84,38,3
P440678,On the Rocks Charcoal Scalp Scrub,32.0,3.51,57,3
P457238,Blonde Ale ColorEnhancing Brightening Hair Mask,35.0,4.08,25,3
P501734,The Straight Shot Blow Drying Flat Iron,179.0,4.2,60,3
P501758,Agua Fresca LeaveIn Conditioning Milk,28.0,4.65,34,3
P475092,Drybar Reserve Vibrating Flat Iron,190.0,4.6,57,3
P449576,The Tress Press Straightening Iron 125 Inch,169.0,2.79,14,3
P461443,Seashore Spritzer Wave Spray,27.0,3.5,8,3
P476852,Gin Twist LeaveIn Conditioning Styler,28.0,5.0,5,3
P475093,Cure Liqueur Restorative PreShampoo Treatment Oil,35.0,4.63,35,3
P475094,Cure Liqueur Strengthening Shampoo,32.0,4.69,42,3
P469466,Reserve BlowDryer,285.0,4.69,49,3
P472465,OneTwo Punch WaterActivated 2in1 Hair Wash,23.0,3.67,6,3
P475095,Cure Liqueur Strengthening Conditioner,32.0,4.8,35,3
P501799,Agua Fresca Hydrating Shampoo,29.0,4.67,33,3
P501786,Agua Fresca Hydrating Conditioner,29.0,4.69,35,3
P469838,Full Keg Boar Bristle Brush,85.0,3.0,3,3
P476853,Gin Twist Edge Control Gelée,26.0,3.12,16,3
P504589,Crown Tonic PreShampoo Scalp Balancing Cleanser,36.0,4.78,51,3
P476850,Gin Twist CurlQuenching Shampoo,26.0,4.09,23,3
P476851,Gin Twist CurlQuenching Conditioner,26.0,4.25,4,3
P504608,Detox Gentle Dry Shampoo Sensitive Scalp,28.0,4.52,46,3
P505044,The Half Shot Small Round Blow Dryer Brush Value Set,155.0,5.0,2,3
P465753,Detox Dry Shampoo,39.0,4.29,123,3
P387891,Brush On Adhesive,9.0,4.09,554,4
P475932,Milk Marvel Dark Spot Serum with Niacinamide and Vitamin C,68.0,4.48,215,7
P481701,Cloud Cushion Plush Moisturizer with Ceramides  Peptides,58.0,4.75,150,7
P501421,Dew Dream Hydrating Makeup Removing Cleansing Balm with Tiger Grass,30.0,4.69,109,7
P416049,Cap DAntibes,175.0,3.5,2,2
P412047,MYTH Eau de Parfum,108.0,4.32,340,2
P482527,Scent DIARY Fragrance Discovery Set,32.0,4.34,65,2
P457892,SALT Eau de Parfum,108.0,3.97,180,2
P482673,SUN FRUIT Eau de Parfum Travel Spray,32.0,4.18,189,2
P471021,BEE Eau de Parfum Travel Spray,32.0,4.12,367,2
P457894,SALT Eau de Parfum Travel Spray,32.0,4.1,91,6
P482672,SUN FRUIT Eau de Parfum,108.0,4.18,189,2
P471020,BEE Eau de Parfum,108.0,4.12,367,2
P457891,SWEET Eau de Parfum,108.0,3.98,104,2
P502030,VANILLA MILK Eau de Parfum Travel Spray,32.0,3.39,244,2
P501984,VANILLA MILK Eau de Parfum,108.0,3.39,244,2
P412046,RROSE Eau de Parfum,108.0,4.38,55,2
P457893,SWEET Eau de Parfum Travel Spray,32.0,3.85,34,6
P475934,SUPER AMBER Eau de Parfum Travel Spray,32.0,4.02,194,2
P470525,SALT or SWEET Perfume Gift Set,40.0,4.46,41,2
P431155,MYTH Eau de Parfum Travel Spray,32.0,4.26,34,2
P479315,APRÈS Eau de Parfum Travel Spray,32.0,4.07,142,2
P421215,SCI FI Eau de Parfum,108.0,4.18,71,2
P475933,SUPER AMBER Eau de Parfum,108.0,4.02,194,2
P444199,WEST Eau de Parfum,108.0,4.07,71,2
P441730,SCI FI Eau de Parfum Travel Spray,32.0,3.44,18,2
P479314,APRÈS Eau de Parfum,108.0,4.07,142,2
P473306,MYTH Spectacular Scented Body Oil,65.0,4.73,45,1
P444417,Marvelous CBD Massage and Body Oil,65.0,4.66,41,1
P476672,Fully Booked Rollerball Perfume Gift set,48.0,4.48,23,2
P449551,WEST Eau de Parfum Travel Spray,32.0,3.3,30,2
P501769,Ellis Brooklyn BOOKLET Perfume Discovery Set,21.0,4.17,6,2
P500158,SALT Soothing Scented Body Oil,70.0,4.3,30,1
P454971,Marvelous CBD Massage  Body Oil Rollerball,30.0,4.33,12,1
P501447,APRÈS Essentials Gift Set,105.0,3.2,5,2
P501348,MYTH Maker Gift Set,105.0,5.0,4,2
P418546,RIVES Eau de Parfum,105.0,4.2,25,2
P463287,ISO GAMMA SUPER Eau de Parfum Travel Spray,32.0,3.25,12,2
P453911,ISO GAMMA SUPER Eau de Parfum,100.0,3.56,45,2
P461158,Marvelous CBD Extra Rich Body Lotion Cream,125.0,4.36,25,1
P505218,FLORIST Eau de Parfum,108.0,4.71,55,2
P505235,FLORIST Eau de Parfum Travel Spray,32.0,4.29,123,2
P431156,RROSE Eau de Parfum Travel Spray,32.0,5.0,3,2
P478260,Break from the Burnout Skin Wellness Set,75.0,5.0,1,7
P478270,Big Break Soap Set,50.0,5.0,1,7
P478269,Rising Star Sleep Travel Set,75.0,4.29,123,7
P378284,Double Wear StayinPlace Foundation,48.0,4.38,7035,4
P479839,Revitalizing Supreme Youth Power Creme Moisturizer,98.0,4.32,2783,7
P481084,Mini Revitalizing Supreme Youth Power Creme Moisturizer,64.0,4.32,2783,7
P461159,Estee Lauder Advanced Night Repair Synchronized MultiRecovery Complex Serum,115.0,4.05,2410,7
P461160,Mini Advanced Night Repair Synchronized MultiRecovery Complex,19.0,4.05,2410,7
P461933,Advanced Night Repair Synchronized MultiRecovery Complex Duo,195.0,4.05,2410,7
P500701,Advanced Night Repair Eye GelCream,72.0,4.35,1795,7
P473820,Advanced Night Repair Eye Concentrate Matrix Synchronized MultiRecovery Complex,82.0,4.31,1096,7
P454063,Futurist Hydra Rescue Moisturizing Foundation SPF 45,50.0,4.1,552,4
P379951,Double Wear StayInPlace Flawless Wear Concealer,32.0,4.23,371,4
P501176,Soft Clean Infusion Hydrating Treatment Lotion,42.0,3.83,456,7
P475536,Double Wear Sheer LongWear Makeup SPF 19,48.0,4.23,449,4
P441306,Double Wear StayinPlace Matte Refillable Powder Foundation,48.0,4.25,69,4
P427045,Double Wear Foundation Pump,12.0,3.37,134,4
P380000,"DayWear Advanced MultiProtection AntiOxidant Moisturizer, NormalCombination",36.0,4.32,298,7
P384114,Double Wear ZeroSmudge Lengthening Mascara,30.0,4.3,246,4
P482529,Micro Essence Treatment Lotion with BioFerment,130.0,4.06,216,7
P422280,The Mattifier Shine Control Perfecting Primer  Finisher,40.0,4.02,47,4
P379945,Sumptuous Extreme Lash Multiplying Volume Mascara,30.0,4.28,190,4
P380027,Perfectly Clean MultiAction Foam CleanserPurifying Mask,30.0,4.44,116,7
P379995,Perfectionist CPR Wrinkle LiftingFirming Serum,120.0,4.22,94,7
P460732,Futurist Aqua Brilliance Watery Glow Primer,44.0,4.26,218,4
P406529,Advanced Night Micro Cleansing Balm,48.0,4.64,61,7
P422648,DayWear Matte OilControl AntiOxidant Moisturizer Gel Creme,59.0,4.48,52,7
P399934,NightWear Plus AntiOxidant Night Detox Moisturizer Creme,63.0,4.24,46,7
P392892,Nutritious SuperPomegranate Radiant Energy Moisturizer Creme,70.0,3.88,41,7
P446908,Advanced Night Repair Treatment Intense Reset Concentrate,92.0,4.46,37,7
P380030,Perfectly Clean MultiAction Toning LotionRefiner,30.0,4.21,28,7
P422649,Resilience MultiEffect Night TriPeptide Face and Neck Moisturizer Creme,110.0,4.19,27,7
P408273,Advanced Night Micro Cleansing Foam,33.0,3.92,26,7
P405032,Micro Essence Infusion Mask,75.0,4.25,24,7
P454939,Perfectionist Pro Rapid Brightening Serum with Ferment²  Vitamin C,86.0,4.13,23,7
P380001,"DayWear Advanced MultiProtection AntiOxidant Creme, Dry",59.0,4.22,23,7
P392891,Nutritious SuperPomegranate Radiant Energy Night Moisturizer CremeMask,74.0,4.6,20,7
P379947,Gentle Eye Makeup Remover,24.0,3.72,58,4
P417359,Advanced Night Repair Concentrated Eye Treatment Mask,42.0,4.21,14,7
P427513,Perfectionist Pro Rapid Firm  Lift Treatment,86.0,4.0,13,7
P482263,Double Wear StayinPlace Matte Powder Foundation Refill,36.0,5.0,5,4
P446102,"Mini DayWear Advanced MultiProtection AntiOxidant Creme, NormalCombination",36.0,4.45,11,7
P427640,DayWear Eye Cooling AntiOxidant Moisture GelCreme,46.0,4.27,11,7
P481081,Revitalizing Supreme Night Intensive Restorative Crème,102.0,3.75,4,7
P481082,Revitalizing Supreme Youth Power Eye Balm,76.0,3.5,4,7
P501153,Major Eye Impact Repair  Brighten Skincare Set,72.0,4.0,1,7
P481397,Revitalizing Supreme Bright Soft Creme Moisturizer,98.0,5.0,1,7
P505174,Soft Clean Moisture Rich Foaming Cleanser,26.0,5.0,1,7
P504017,Nighttime Necessities Repair  Lift  Hydrate,115.0,4.29,123,7
P418861,The Mattifier Shine Control Perfecting Primer  Finisher,40.0,5.0,1,4
P230538,Brumisateur Natural Mineral Water Facial Spray Travel Duo,17.0,4.56,1550,7
P2043,Brumisateur Natural Mineral Water Facial Spray,14.0,4.39,384,7
P2046,Brumisateur Natural Mineral Water Facial Spray Travel Trio,23.5,4.68,91,7
P456953,HoliRoots Prewash Hair Treatment Oil,36.0,4.36,1472,3
P474945,Mini HoliRoots Prewash Hair Treatment Oil,16.0,4.36,1472,6
P456950,HoliRoots Repairing Hair Mask,34.0,4.37,429,3
P475935,SahaScalp Amla Soothing Serum,36.0,4.11,355,3
P456952,HoliRoots Hydrating Shampoo,30.0,3.99,480,3
P477816,SahaScalp Wild Ginger Purifying Scrub,34.0,4.54,323,3
P456951,HoliRoots Hydrating Conditioner,30.0,4.18,378,3
P504117,MahaMane Smooth  Shine Hair Oil,38.0,4.4,251,3
P484042,HoliRoots Hibiscus Hydrating Hair Oil Mist,29.0,3.67,70,3
P480443,HoliRoots Good Karma Hair Set,36.0,4.24,50,3
P476673,Scalp Massager Comb,15.0,5.0,19,8
P501424,SahaScalp Hydrating Cooling Scalp Mud Mask,34.0,4.4,204,3
P504601,SahaScalp Scalp Reset Kit,32.0,4.29,123,3
P476683,Full Face Sculpt Kit  14Day Challenge,75.0,4.47,131,7
P482675,Active Blast Concentrated Collagen Daily Treatment,65.0,4.68,101,7
P476679,MultiSculpt HighPerformance Gua Sha,65.0,4.88,83,7
P481086,Liftwear Brightening Vitamin C GelCream,60.0,4.68,77,7
P476678,Face Coach Lifting Squalane Face Oil,70.0,4.61,76,7
P476674,ElectroLite Enzyme Brightening Gel Cleanser,38.0,4.79,71,7
P476675,HydroBound Hyaluronic Acid  Niacinamide Serum,68.0,4.64,69,7
P500705,Skin Changer Succinic Acid EssenceToner,48.0,4.77,69,7
P501017,Brightening Active Roller with Vitamin C,70.0,4.76,67,7
P476676,Youth Reformer Firming Vitamin C Oil Serum,110.0,4.96,53,7
P476680,Face Ball Tension Release Tool,35.0,4.52,48,7
P501004,Youthful Active Roller with Niacinamide,70.0,4.63,38,7
P480300,Faceshot Electric Microneedling Device  Vitamin Ampoules,275.0,4.54,37,7
P476681,Hyaluronic Acid Roller Dissolving Microneedling Tool,95.0,4.68,37,7
P501024,Hydrating Active Roller with Hyaluronic Acid,70.0,4.3,30,7
P476677,Supreme Restructure CollagenBoosting Cermide Cream,120.0,4.44,25,7
P481085,Faceshot Vitamin Ampoules Refill,90.0,4.29,123,7
P505171,Acne Light Shot,90.0,4.29,123,7
P505172,Acne Light Shot Strips,17.0,4.29,123,7
P417238,Green Clean Makeup Removing Cleansing Balm,36.0,4.5,6158,7
P450271,Green Clean Makeup Meltaway Cleansing Balm Limited Edition Jumbo,60.0,4.5,6158,7
P434548,Honeymoon Glow AHA Resurfacing Night Serum,60.0,4.32,1931,7
P458209,Daily Greens OilFree Gel Moisturizer with Moringa and Papaya,42.0,4.06,1356,7
P463036,Honey Halo UltraHydrating Ceramide Moisturizer,48.0,4.45,1327,7
P471025,FILLING GOOD hyaluronic acid plumping serum,48.0,4.32,912,7
P479318,10 Niacinamide Night Mask,44.0,4.68,901,7
P431187,Clean Bee Ultra Gentle Facial Cleanser,28.0,4.03,881,7
P428416,Honey Butter Beeswax Lip Balm,12.0,4.26,839,7
P482676,10 Waterless Vitamin C Serum,50.0,4.43,825,7
P459141,Deep Sweep 2 BHA Pore Cleaning Toner with Moringa  Papaya,32.0,4.48,819,7
P480301,Mini Deep Sweep 2 BHA Pore Cleaning Toner with Moringa  Papaya,16.0,4.48,819,7
P433616,Mini Green Clean Makeup Meltaway Cleansing Balm,24.0,4.5,6158,6
P477157,Clearly Clean Makeup Removing Cleansing Balm,36.0,4.65,619,7
P503879,Wake Up Honey Eye Cream with Brightening Vitamin C,45.0,4.71,569,7
P414293,Honey Savior AllinOne Skin Repair Salve,34.0,4.43,529,7
P466661,Whipped Greens OilFree Foaming Cleanser with Moringa and Papaya,28.0,4.57,482,7
P500288,1 Vitamin A Retinol Serum,60.0,4.77,453,7
P473307,Honeymoon Glow Body 12 AHABHA BumpSmoothing Night Serum,40.0,3.8,82,1
P444226,Honey Grail UltraHydrating Face Oil,48.0,4.24,310,7
P449188,Green Defense Daily Mineral Sunscreen SPF 30,36.0,3.98,300,7
P450942,Honey Body Butter UltraHydrating Body Cream,35.0,4.12,50,1
P480302,Mini Clearly Clean Makeup Removing Cleansing Balm,24.0,4.65,619,6
P475540,Honey Halo Moisturizer Jumbo,74.0,4.73,99,7
P480165,Healthy Skin Starter Kit,42.0,4.77,98,7
P504022,Mini 10 Niacinamide Night Mask,26.0,4.68,901,6
P480444,Honey Potion Plus Ceramide Hydration Mask,60.0,4.0,70,7
P504003,Mini Whipped Greens OilFree Foaming Cleanser with Moringa and Papaya,12.0,4.57,482,6
P503997,"Cleanse  Treat Duo Nighttime Routine for Clean, Smooth Skin",46.0,4.78,9,7
P504614,Brighten Up 3 TXA Dark Spot Toner with Azelaic Acid,34.0,4.29,123,7
P476493,Iconic Lipstick,28.0,4.66,61,4
P476444,Crème to Powder Skin Foundation,39.0,4.52,54,4
P476556,SkinFlex Stick Foundation,39.0,4.57,35,4
P476550,Set It Loose Setting Powder,35.0,4.06,18,4
P476494,Iconic Pressed Setting Powder,35.0,4.47,15,4
P503002,Lush Blush Duo,39.0,4.65,40,4
P476456,Fabulous Face Priming Serum,39.0,4.69,16,4
P502223,Lip Teasers Lip Gloss,27.0,4.6,15,4
P503003,Luxe Highlighter Duo,39.0,4.8,41,4
P67988453,Gloss Bomb Universal Lip Luminizer,21.0,4.64,12136,4
P87985432,Pro Filtr Soft Matte Longwear Liquid Foundation,40.0,4.04,16935,4
P39787544,Stunna Lip Paint Longwear Fluid Lip Color,28.0,4.23,5227,4
P18975403,Match Stix Matte Contour Skinstick,32.0,4.29,1583,4
P64879845,Killawatt Freestyle Highlighter,40.0,4.62,3652,4
P470025,Eaze Drop Blurring Skin Tint,35.0,3.95,1652,4
P85225585,Diamond Bomb AllOver Diamond Veil,42.0,4.45,1577,4
P19700127,Cheeks Out Freestyle Cream Blush,24.0,4.27,1270,4
P88779809,Pro Filtr Instant Retouch Longwear Liquid Concealer,30.0,3.83,2032,4
P73124556,Match Stix Shimmer Skinstick,32.0,4.37,1285,4
P473708,Gloss Bomb Heat Universal Lip Luminizer  Plumper,26.0,4.27,842,4
P55978864,Sun Stalkr Instant Warmth Bronzer,35.0,4.53,1062,4
P465757,Gloss Bomb Cream Color Drip Lip Cream,22.0,4.58,1059,4
P45433019,Snap Shadows Mix  Match Eyeshadow Palette,30.0,3.73,354,4
P88779810,Pro Filtr Instant Retouch Setting Powder,36.0,4.19,1875,4
P448702,Pro Filtr Hydrating Longwear Foundation,36.0,3.51,2273,4
P39784685,Invisimatte Instant Setting  Blotting Powder,36.0,4.62,253,4
P04546871,Body Lava Body Luminizer,59.0,3.83,819,1
P04897543,Pro Filtr Instant Retouch Primer,36.0,4.11,2050,4
P67339785,Slip Shine Sheer Shiny Lipstick,26.0,4.21,562,4
P31870457,Cheeks Out Freestyle Cream Bronzer,35.0,4.33,608,4
P443790,Mini Pro Filtr Instant Retouch Setting Powder,22.0,4.38,32,4
P472161,Bright Fix Eye Brightener Concealer,28.0,3.88,410,4
P444149,Pro Kissr Luscious Lip Balm,20.0,4.21,794,4
P466829,Pro Filtr Soft Matte Longwear Powder Foundation,40.0,4.41,1062,4
P500061,Poutsicle Hydrating Lip Stain,27.0,4.39,472,4
P34908923,Killawatt Foil Freestyle Highlighter,40.0,4.7,600,4
P442531,Lil Bronze Duo,24.0,4.23,157,4
P455193,Flypencil Longwear Pencil Eyeliner,23.0,3.37,530,4
P17876556,Flyliner Longwear Liquid Eyeliner,24.0,3.58,2915,4
P58789756,FullBodied Foundation Brush 110,34.0,4.23,595,4
P85798546,CheekHugging Highlight Brush 120,32.0,4.65,394,4
P54487984,Precision Makeup Sponge 100,16.0,4.19,541,4
P448703,Pro Filtr Hydrating Primer,36.0,4.46,266,4
P448878,Brow MVP Ultra Fine Brow Pencil  Styler,25.0,3.58,1039,4
P502222,Gloss Bomb Ice,26.0,4.8,321,4
P97417774,Face  Body Kabuki Brush 160,34.0,4.42,138,4
P501462,Glossy Posse Volume 50 Lip Gloss Bomb Trio,38.0,4.71,35,4
P45432919,"Full Frontal Volume, Lift  Curl Mascara",24.0,3.91,3438,4
P66879899,Mini Pro Filtr Instant Retouch Primer,20.0,3.86,265,6
P480303,Fenty Icon The Fill SemiMatte Refillable Lipstick,20.0,4.33,372,4
P97832786,Pro Filtr Amplifying Eye Primer,22.0,4.1,439,4
P37544587,Fairy Bomb Shimmer Powder,28.0,4.6,98,4
P58978876,Invisimatte Blotting Paper,16.0,3.72,197,4
P447718,Fly Baby Mini Eye Primer and Liner Set,24.0,3.4,98,4
P447551,Pro Filtr Mattifying Primer,36.0,3.75,242,4
P71078978,Cheek Hugging Bronzer Brush 190,36.0,4.56,106,4
P504872,Fenty Icon Velvet Liquid Lipstick,29.0,3.63,103,4
P44332878,Powder Puff Setting Brush 170,34.0,4.61,74,4
P503757,Fenty Eau de Parfum,140.0,3.43,242,2
P15798548,Portable Touchup Brush 130,24.0,3.08,169,4
P444926,Pro Kissr LipLoving Scrubstick,16.0,3.92,275,4
P476525,Mini Pro Filtr Soft Matte Foundation,15.0,3.2,10,6
P461934,Brow MVP Sculpting Wax Pencil  Styler,20.0,3.16,159,4
P7845152640,Baby Buki Brush 165,20.0,3.0,72,4
P74557577,Tapered Blending Brush 210,24.0,4.79,58,4
P463037,Mini Pro Filtr Hydrating Primer,20.0,4.12,68,6
P471236,Gloss Bomb Dip ClipOn Luminizer,19.0,3.69,72,4
P458193,"Mini Full Frontal Volume, Lift  Curl Mascara",13.0,2.97,199,4
P457811,Face Shaping Brush 125,34.0,4.71,55,4
P455188,What it Dew Makeup Refreshing Spray,30.0,3.57,86,4
P469816,Body Sauce Body Luminizing Tint,52.0,3.91,86,1
P479634,Liquid Killawatt Fluid Freestyle Highlighter,32.0,3.35,55,4
P31285448,Precision Concealer Brush 180,26.0,4.14,35,4
P501312,Eaze Droplit AllOver Glow Enhancer,34.0,4.16,230,4
P31145789,Sculpting Bronzer Brush 195,34.0,4.45,22,4
P456148,Match Stix Glow Skinstick,32.0,3.03,87,4
P40999785,Lil Precision Makeup Sponge Duo 105,18.0,3.79,48,4
P448704,KabukiBuff Foundation Brush 115,36.0,3.95,107,4
P481357,Fenty Icon The Case SemiMatte Refillable Lipstick,12.0,3.34,71,4
P503178,Mini Baby Watts Fluid Freestyle Highlighter Duo,22.0,3.75,4,6
P463038,Mini Pro Filtr Mattifying Primer,20.0,3.37,49,6
P503158,Double Cheekd Up: Freestyle Cream Blush Duo,34.0,4.11,9,4
P48653278,Invisimatte Blotting Paper Refill,10.0,4.32,22,4
P454334,Precise Definition Eyeshadow Brush 220,24.0,4.44,9,4
P501436,Match Stix Corrector Skinstick,32.0,3.36,25,4
P454333,Plush Eyeshadow Brush 240,24.0,4.75,4,4
P454335,Precision Blending Eyeshadow Brush 230,24.0,4.33,6,4
P504069,"The Navy Collection: 5Piece Lip, Eye  Accessories Set",58.0,4.0,1,4
P504632,Football Sponge,16.0,3.29,7,4
P501262,Invisimatte Refill Instant Setting  Blotting Powder,26.0,3.5,4,4
P428901,Custom Match Stix Trio,32.0,4.29,123,4
P472162,Butta Drop Whipped Oil Body Cream with Tropical Oils  Butters,23.0,4.52,460,1
P467249,Hydra Vizor Invisible Moisturizer Broad Spectrum SPF 30 Sunscreen with Niacinamide  Kalahari Melon,39.0,4.01,781,7
P500307,Cherry Treat Conditioning  Strengthening Lip Oil,24.0,4.45,533,7
P467248,Fat Water Niacinamide PoreRefining Toner Serum with Barbados Cherry,34.0,4.11,485,7
P467247,Total Cleansr MakeupRemoving Cleanser with Barbados Cherry,28.0,4.1,427,7
P482264,Cookies N Clean Whipped Clay Pore Detox Face Mask with Salicylic Acid  Charcoal,35.0,4.69,390,7
P503692,Plush Puddin Intensive Recovery Lip Mask With Pomegranate Sterols  Vitamin E,22.0,4.11,376,7
P477763,HydraReset Intensive Recovery Glycerin Hand Mask,25.0,4.23,145,1
P476516,Butta Drop Whipped Oil Hydrating Body Cream Mini,23.0,4.16,58,1
P474038,Buff Ryder Exfoliating Body Scrub With Superfine Sand  Fruit Enzymes,34.0,3.62,72,1
P501581,Cocoa Cleansr Soothing AllOver Cleansing Bar,14.0,4.17,299,7
P500894,Fat Water Hydrating Milky Toner Essence with Hyaluronic Acid  Tamarind,34.0,4.66,296,7
P467251,Fenty Skin Travel Size Startr Set,45.0,4.06,278,7
P503250,Watch Ya Tone 5 Niacinamide Dark Spot Serum with Vitamin C,42.0,4.58,199,7
P479319,PreShow Glow Instant Retexturizing 10 AHA Treatment  Reusable Applicator,42.0,4.43,184,7
P467250,Instant Reset Brightening Overnight Recovery GelCream With Niacinamide  Kalahari Melon Oil,45.0,4.2,166,7
P484044,The Body Duo Mini Body Scrub  Moisturizer Essentials,32.0,4.2,5,1
P504240,Mini Instant Reset Brightening Overnight Recovery GelCream With Niacinamide  Kalahari Melon Oil,26.0,4.2,166,7
P469087,Flash Nap Instant Revival Priming Eye GelCream With Green Tea  Persian Silk Tree,36.0,3.51,70,7
P476485,Hydra Vizor Invisible Moisturizer Broad Spectrum SPF 30 Sunscreen with Niacinamide Refill,35.0,4.49,37,7
P501575,The Fenty Skin Soap Dish,10.0,3.0,6,8
P504237,Mini HydraReset Intensive Recovery Glycerin Hand Mask,14.0,4.23,145,1
P472311,Mini Total Cleansr Makeup Removing Cleanser,15.0,3.77,22,7
P476430,Butta Drop Whipped Oil Hydrating Body Cream,39.0,4.65,23,1
P480166,Mini Hydra Vizor Invisible Moisturizer Broad Spectrum SPF 30 Sunscreen with Niacinamide,25.0,3.79,14,7
P504880,Melt Awf Jelly Oil MakeupMelting Cleanser,34.0,4.09,11,7
P476496,Instant Reset Brightening Overnight Recovery GelCream with Niacinamide Refill,40.0,5.0,8,7
P501886,The Glow Around 4Piece Travel Skincare Essentials Set,59.0,5.0,1,7
P503110,Mini Cleansing Bar Duo  Case,19.0,4.29,123,7
P501574,Renew  Recover Face  Eye Hydration Essentials,45.0,4.29,123,7
P248407,Ultra Repair Cream Intense Hydration,38.0,4.52,7539,7
P248404,Pure Skin Face Cleanser,24.0,4.37,4727,7
P444989,KP Bump Eraser Body Scrub with 10 AHA,30.0,4.42,1466,1
P278317,Facial Radiance Pads,36.0,4.28,2571,7
P415237,Hello FAB Coconut Skin Smoothie Priming Moisturizer,32.0,4.2,1826,7
P425872,Mini Ultra Repair Cream Intense Hydration,18.0,4.46,750,6
P456995,Mini KP Bump Eraser Body Scrub with 10 AHA,12.0,3.95,316,1
P479320,Ingrown Hair Pads with BHA  AHA,20.0,4.56,239,1
P426707,Hello FAB Coconut Water Cream,36.0,4.0,1072,7
P384539,Deep Cleanser with Red Clay,24.0,4.26,1062,7
P375534,Ultra Repair Face Moisturizer,28.0,4.2,988,7
P293008,Ultra Repair Lip Therapy,12.0,3.98,1046,4
P425873,Mini Pure Skin Face Cleanser,12.0,4.3,417,6
P393076,Ultra Repair HydraFirm Night Cream,44.0,4.31,562,7
P468821,Ultra Repair Firming Collagen Cream with Peptides and Niacinamide,44.0,4.54,534,7
P447603,Ultra Repair Wild Oat Hydrating Toner,24.0,4.47,531,7
P434551,Hello FAB Bendy Avocado Concealer,22.0,4.21,453,4
P441220,Ultra Repair Oat  Hemp Seed Dry Oil,36.0,4.35,440,7
P456994,Eye Duty Niacinamide Brightening Eye Cream,36.0,3.67,392,7
P500756,10 Vitamin C Brightening Serum,50.0,4.68,351,7
P455894,Ultra Repair OilControl Moisturizer,36.0,4.24,289,7
P472811,KP Smoothing Body Lotion with 10 AHA,28.0,3.57,44,1
P483658,Mineral Sunscreen Zinc Oxide Broad Spectrum SPF 30,28.0,4.49,246,7
P467115,Facial Radiance Niacinamide Dark Spot Serum,42.0,3.66,186,7
P442713,FAB Skin Lab Retinol Eye Cream with Triple Hyaluronic Acid,44.0,3.72,162,7
P416825,FAB Skin Lab Retinol Serum 025 Pure Concentrate,58.0,3.98,159,7
P474040,AntiDandruff Scalp Serum with 2 Salicylic Acid,32.0,3.97,29,3
P500746,Hydrating Serum with Hyaluronic Acid,40.0,4.57,110,7
P474829,Sculpting Body Lotion,34.0,3.97,33,1
P503809,BounceBoosting Serum with Collagen  Peptides,44.0,4.73,88,7
P399656,Fab Faves To Go Kit,30.0,4.59,82,7
P474039,AntiDandruff Shampoo with 1 Pyrithione Zinc (ZPT),30.0,3.92,63,3
P461161,FAB Pharma BHA Acne Spot Treatment Gel 2 Salicylic Acid,26.0,4.29,77,7
P480603,2in1 Cleansing Oil  Makeup Remover,26.0,3.61,74,7
P479840,Hydrating Eye Cream with Hyaluronic Acid,30.0,3.84,70,7
